link,Loại hình nhà ở,Số phòng ngủ,Hướng nhà,Giá(tỷ đồng),Giá/m²(triệu đồng),Diện tích,Vị trí,Ngày
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/126290498.htm,Đất thổ cư,0,Chưa xác định,1.9,29.0,65.0,Sóc Sơn,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126290452.htm,"Nhà ngõ, hẻm",4,Tây Bắc,9.8,239.0,41.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126290364.htm,"Nhà ngõ, hẻm",4,Chưa xác định,7.9,198.0,40.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126290347.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",3,Tây,13.8,288.0,48.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126290335.htm,Nhà phố liền kề,4,Chưa xác định,15.5,258.0,60.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126290326.htm,"Nhà ngõ, hẻm",4,Chưa xác định,7.2,180.0,40.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126290314.htm,"Nhà ngõ, hẻm",3,Chưa xác định,8.0,200.0,40.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126290300.htm,"Nhà ngõ, hẻm",3,Chưa xác định,7.5,188.0,40.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-dat-thi-xa-son-tay-ha-noi/126290277.htm,Đất thổ cư,0,Chưa xác định,3.95,40.0,100.0,Sơn Tây,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/126290221.htm,"Nhà ngõ, hẻm",6,Chưa xác định,6.8,170.0,40.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/125932658.htm,Nhà phố liền kề,6,Chưa xác định,24.0,282.0,85.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/122009067.htm,Chung cư,2,Chưa xác định,2.96,49.0,60.0,Gia Lâm,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/123303558.htm,Chung cư,1,Chưa xác định,2.45,52.0,47.0,Gia Lâm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126290173.htm,"Nhà mặt phố, mặt tiền",3,Chưa xác định,11.5,329.0,35.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/126290123.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",4,Chưa xác định,8.9,178.0,50.0,Tây Hồ,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126290094.htm,"Nhà ngõ, hẻm",6,Chưa xác định,11.0,200.0,55.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/126290071.htm,"Tập thể, cư xá",2,Chưa xác định,3.25,50.0,65.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/126155983.htm,Đất thổ cư,0,Chưa xác định,1.48,18.0,83.0,Sóc Sơn,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126290057.htm,"Nhà ngõ, hẻm",6,Chưa xác định,9.4,157.0,60.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126290032.htm,"Nhà ngõ, hẻm",3,Chưa xác định,8.0,182.0,44.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/125958073.htm,"Tập thể, cư xá",2,Bắc,3.6,60.0,60.0,Bắc Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126290023.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",6,Chưa xác định,16.0,444.0,36.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126194007.htm,"Nhà ngõ, hẻm",4,Chưa xác định,9.6,200.0,48.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/126289933.htm,Chung cư,1,Chưa xác định,1.8,56.0,32.0,Gia Lâm,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/126289869.htm,Đất thổ cư,0,Chưa xác định,3.5,58.0,60.0,Mê Linh,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/126289862.htm,Chung cư,1,Chưa xác định,2.35,50.0,47.0,Gia Lâm,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/126289827.htm,Đất thổ cư,0,Chưa xác định,4.0,133.0,30.0,Bắc Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125145145.htm,"Nhà ngõ, hẻm",4,Chưa xác định,7.5,183.0,41.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/123843170.htm,Chung cư,2,Chưa xác định,2.28,48.0,48.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/126289803.htm,Chung cư,2,Chưa xác định,7.35,94.0,78.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/118786282.htm,"Nhà mặt phố, mặt tiền",6,Chưa xác định,20.5,247.0,83.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/126289786.htm,Chung cư,3,Chưa xác định,7.68,66.0,116.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/125085382.htm,"Nhà ngõ, hẻm",6,Chưa xác định,13.5,225.0,60.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125382001.htm,"Nhà ngõ, hẻm",4,Chưa xác định,7.6,169.0,45.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/126289773.htm,Đất thổ cư,0,Chưa xác định,10.8,60.0,180.0,Đông Anh,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/126289764.htm,Chung cư,2,Chưa xác định,3.0,50.0,60.0,Gia Lâm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/121484741.htm,"Nhà ngõ, hẻm",5,Chưa xác định,7.1,139.0,51.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126289711.htm,"Nhà ngõ, hẻm",4,Chưa xác định,7.8,186.0,42.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126289704.htm,"Nhà ngõ, hẻm",4,Chưa xác định,8.8,173.0,51.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/125010972.htm,"Nhà mặt phố, mặt tiền",4,Chưa xác định,33.0,471.0,70.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/126289678.htm,Đất thổ cư,0,Chưa xác định,3.55,67.0,53.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/126289671.htm,Chung cư,2,Chưa xác định,2.55,39.0,65.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/124939858.htm,Nhà phố liền kề,5,Chưa xác định,23.5,273.0,86.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/126289637.htm,Chung cư,2,Chưa xác định,2.9,48.0,60.0,Gia Lâm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/123984085.htm,Nhà phố liền kề,5,Chưa xác định,18.0,217.0,83.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/126289610.htm,"Nhà ngõ, hẻm",3,Chưa xác định,6.7,160.0,42.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/126289600.htm,"Nhà ngõ, hẻm",3,Chưa xác định,4.5,136.0,33.0,Hoài Đức,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/126289562.htm,Đất thổ cư,0,Chưa xác định,2.6,46.0,57.0,Mê Linh,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/125897731.htm#px=SR-special_display_ad-[PO-1][PL-default],Chung cư,2,Đông Bắc,3.5,74.0,47.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126289530.htm,"Nhà ngõ, hẻm",4,Chưa xác định,6.7,191.0,35.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/126289475.htm,Chung cư,3,Chưa xác định,8.25,61.0,135.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126289471.htm,"Nhà ngõ, hẻm",3,Chưa xác định,8.0,178.0,45.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126289463.htm,"Nhà ngõ, hẻm",3,Chưa xác định,9.7,269.0,36.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126289406.htm,"Nhà ngõ, hẻm",3,Chưa xác định,8.5,243.0,35.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/126289364.htm,"Tập thể, cư xá",2,Chưa xác định,2.59,38.0,68.0,Tây Hồ,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/126289348.htm,"Nhà ngõ, hẻm",10,Chưa xác định,12.0,217.0,55.0,Tây Hồ,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126289342.htm,"Nhà ngõ, hẻm",5,Chưa xác định,8.5,202.0,42.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126289332.htm,"Nhà ngõ, hẻm",10,Chưa xác định,27.9,282.0,99.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/124984654.htm,"Nhà ngõ, hẻm",4,Tây,17.6,251.0,70.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/126289272.htm,Đất thổ cư,0,Chưa xác định,11.5,229.0,50.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/126289266.htm,Chung cư,1,Chưa xác định,1.8,56.0,32.0,Gia Lâm,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/126289258.htm,Chung cư,3,Chưa xác định,9.75,72.0,136.0,Tây Hồ,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/126289234.htm,Chung cư,1,Chưa xác định,2.34,50.0,47.0,Gia Lâm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/126289233.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà mặt phố, mặt tiền",3,Chưa xác định,8.9,356.0,25.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126289151.htm,"Nhà ngõ, hẻm",5,Đông Nam,5.1,170.0,30.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126289143.htm,"Nhà ngõ, hẻm",4,Chưa xác định,6.2,238.0,26.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/126133946.htm,"Nhà ngõ, hẻm",3,Chưa xác định,6.1,203.0,30.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/126289131.htm,"Nhà mặt phố, mặt tiền",4,Chưa xác định,79.0,632.0,125.0,Tây Hồ,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/126289054.htm,Chung cư,2,Chưa xác định,3.5,50.0,70.0,Gia Lâm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126289048.htm,"Nhà ngõ, hẻm",3,Chưa xác định,6.35,219.0,29.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126288964.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà mặt phố, mặt tiền",3,Chưa xác định,11.95,306.0,39.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/126288948.htm,Chung cư,3,Chưa xác định,3.7,46.0,80.0,Gia Lâm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126161451.htm,"Nhà ngõ, hẻm",3,Nam,2.65,177.0,15.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/123846527.htm,Nhà biệt thự,4,Đông Nam,24.5,169.0,145.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/125842509.htm,Chung cư,2,Đông Nam,1.0,18.0,55.0,Tây Hồ,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/125869092.htm,Chung cư,2,Đông Nam,1.0,18.0,55.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/123816661.htm,Chung cư,2,Đông Nam,0.9,16.0,55.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/122687579.htm,Chung cư,2,Đông Nam,0.9,16.0,55.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ba-dinh-ha-noi/125139638.htm,Chung cư,2,Đông Nam,1.0,18.0,55.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/122793183.htm,Chung cư,2,Đông Nam,0.9,16.0,55.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/122372782.htm,Chung cư,2,Đông Nam,0.95,17.0,56.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/126288789.htm,"Nhà ngõ, hẻm",3,Tây Bắc,9.8,218.0,45.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/126288778.htm,Đất thổ cư,0,Chưa xác định,19.8,142.0,139.0,Hoài Đức,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126241696.htm,"Nhà ngõ, hẻm",4,Chưa xác định,6.85,208.0,33.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/126288765.htm,Đất thổ cư,0,Chưa xác định,2.6,2.6,1005.0,Chương Mỹ,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126288711.htm,"Nhà ngõ, hẻm",3,Chưa xác định,5.0,179.0,28.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126288648.htm,"Nhà ngõ, hẻm",4,Chưa xác định,7.5,188.0,40.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-dat-thi-xa-son-tay-ha-noi/125187862.htm,Đất thổ cư,0,Chưa xác định,2.42,22.0,108.0,Sơn Tây,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126288631.htm,"Nhà ngõ, hẻm",3,Chưa xác định,7.4,247.0,30.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126288622.htm,"Nhà ngõ, hẻm",3,Chưa xác định,13.36,318.0,42.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126288560.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",7,Chưa xác định,14.2,189.0,75.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/123774203.htm,Đất nền dự án,0,Chưa xác định,17.9,185.0,97.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/124697246.htm,"Nhà ngõ, hẻm",3,Chưa xác định,7.5,167.0,45.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/124614995.htm,"Nhà ngõ, hẻm",3,Chưa xác định,6.35,141.0,45.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/124355028.htm,"Nhà ngõ, hẻm",3,Đông Bắc,5.8,102.0,57.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/125421919.htm,"Nhà ngõ, hẻm",4,Chưa xác định,9.0,180.0,50.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/126288466.htm,Đất thổ cư,0,Chưa xác định,3.3,57.0,58.0,Mê Linh,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126288463.htm,"Nhà mặt phố, mặt tiền",3,Chưa xác định,15.0,313.0,48.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/126288444.htm,"Nhà ngõ, hẻm",3,Chưa xác định,7.75,199.0,39.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126288431.htm,"Nhà ngõ, hẻm",3,Chưa xác định,13.3,333.0,40.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/126288319.htm,Chung cư,1,Chưa xác định,2.4,75.0,32.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/125351690.htm,"Nhà ngõ, hẻm",4,Chưa xác định,9.3,227.0,41.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/126217724.htm,Chung cư,2,Chưa xác định,3.8,54.0,70.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126288233.htm,"Nhà ngõ, hẻm",4,Chưa xác định,10.8,216.0,50.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/125603707.htm,"Nhà ngõ, hẻm",3,Tây Nam,3.3,79.0,42.0,Hoài Đức,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/126288041.htm,Chung cư,2,Chưa xác định,4.9,79.0,62.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/126288034.htm,"Nhà ngõ, hẻm",3,Chưa xác định,9.0,225.0,40.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/126287999.htm,Đất thổ cư,0,Chưa xác định,25.8,215.0,120.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126107771.htm,"Nhà ngõ, hẻm",2,Chưa xác định,18.8,235.0,80.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126287922.htm,"Nhà ngõ, hẻm",3,Chưa xác định,4.6,153.0,30.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/123139794.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",3,Chưa xác định,3.2,107.0,30.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/125457339.htm,"Căn hộ dịch vụ, mini",10,Chưa xác định,13.0,236.0,55.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/126287869.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",1,Chưa xác định,12.8,284.0,45.0,Bắc Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/126153350.htm,"Nhà ngõ, hẻm",3,Chưa xác định,6.9,230.0,30.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/126287834.htm#px=SR-special_display_ad-[PO-1][PL-default],Đất thổ cư,0,Chưa xác định,5.5,15.0,360.0,Chương Mỹ,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/126287751.htm#px=SR-special_display_ad-[PO-1][PL-default],Đất thổ cư,0,Chưa xác định,6.2,200.0,31.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126287627.htm,"Nhà ngõ, hẻm",5,Chưa xác định,6.3,197.0,32.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/125952859.htm,"Nhà ngõ, hẻm",3,Chưa xác định,4.5,180.0,25.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/125949375.htm,"Tập thể, cư xá",3,Chưa xác định,3.98,50.0,80.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125948617.htm,"Nhà ngõ, hẻm",3,Chưa xác định,10.9,273.0,40.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/125947766.htm,Nhà biệt thự,4,Chưa xác định,33.0,228.0,145.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126287532.htm,"Nhà ngõ, hẻm",3,Chưa xác định,4.85,128.0,38.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126287526.htm,"Nhà ngõ, hẻm",4,Chưa xác định,6.25,156.0,40.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/126287471.htm,Đất thổ cư,0,Chưa xác định,2.5,50.0,50.0,Hoài Đức,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126216891.htm,"Nhà ngõ, hẻm",2,Chưa xác định,2.98,99.0,30.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/124693170.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",4,Chưa xác định,3.99,87.0,46.0,Hoài Đức,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/126287386.htm,Đất thổ cư,0,Chưa xác định,2.55,64.0,40.0,Gia Lâm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/126287336.htm,"Nhà ngõ, hẻm",3,Chưa xác định,6.4,183.0,35.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126287302.htm,"Nhà ngõ, hẻm",3,Chưa xác định,14.78,328.0,45.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/126287300.htm#px=SR-special_display_ad-[PO-1][PL-default],Đất thổ cư,0,Chưa xác định,1.0,3.3,300.0,Chương Mỹ,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/126287285.htm,Đất thổ cư,0,Chưa xác định,2.65,52.0,51.0,Quốc Oai,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/126287281.htm,Chung cư,3,Chưa xác định,5.6,56.0,100.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/126287219.htm,Chung cư,1,Chưa xác định,3.28,76.0,43.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126287179.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",3,Chưa xác định,7.55,199.0,38.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125822937.htm,"Nhà ngõ, hẻm",10,Chưa xác định,12.2,244.0,50.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125842923.htm,"Nhà ngõ, hẻm",4,Chưa xác định,13.0,289.0,45.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125843389.htm,"Nhà ngõ, hẻm",4,Chưa xác định,10.6,236.0,45.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/125290220.htm,"Nhà ngõ, hẻm",4,Chưa xác định,7.0,200.0,35.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/126287100.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",8,Chưa xác định,11.0,167.0,66.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126287093.htm,"Nhà ngõ, hẻm",3,Chưa xác định,4.68,234.0,20.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-quoc-oai-ha-noi/123480363.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",4,Chưa xác định,4.35,87.0,50.0,Quốc Oai,2025-07-14
