url,property_type,total_price,price_per_m2,area,location,date
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/124314331.htm,6 PN • Nhà phố liền kề,"18,5 tỷ",370 tr/m²,50 m²,Quận Hoàng Mai • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/126320383.htm,"4 PN • Nhà ngõ, hẻm","5,2 tỷ",124 tr/m²,42 m²,Huyện Hoài Đức • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125986472.htm,"4 PN • Nhà ngõ, hẻm","12,99 tỷ",173 tr/m²,75 m²,Quận Hoàng Mai • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126320371.htm,"3 PN • Nhà mặt phố, mặt tiền","8,5 tỷ",131 tr/m²,65 m²,Quận Thanh Xuân • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/126275498.htm,"4 PN • Nhà ngõ, hẻm",7 tỷ,184 tr/m²,38 m²,Quận Ba Đình • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/125987320.htm,"3 PN • Nhà ngõ, hẻm","8,65 tỷ",133 tr/m²,65 m²,Huyện Thanh Trì • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/125975828.htm,"4 PN • Nhà ngõ, hẻm","6,35 tỷ",151 tr/m²,42 m²,Huyện Thanh Trì • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/125938905.htm,"4 PN • Nhà ngõ, hẻm","5,6 tỷ",127 tr/m²,44 m²,Huyện Thanh Trì • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/124890762.htm,"4 PN • Nhà ngõ, hẻm","6,15 tỷ",99 tr/m²,62 m²,Huyện Thanh Trì • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/123916438.htm,Đất thổ cư • Ngang 5.5 m,"7,68 tỷ",171 tr/m²,45 m²,Huyện Thanh Trì • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/124165216.htm,"3 PN • Nhà ngõ, hẻm","4,55 tỷ",134 tr/m²,34 m²,Huyện Thanh Trì • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/124583954.htm,"7 PN • Nhà ngõ, hẻm","5,2 tỷ",87 tr/m²,60 m²,Huyện Thanh Trì • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/126320286.htm,Đất thổ cư,"15,5 tỷ",100 tr/m²,155 m²,Huyện Đông Anh • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/126320262.htm#px=SR-special_display_ad-[PO-1][PL-default],"4 PN • Nhà ngõ, hẻm","5,1 tỷ",138 tr/m²,37 m²,Huyện Thanh Trì • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/125534668.htm,"3 PN • Nhà ngõ, hẻm","3,7 tỷ",106 tr/m²,35 m²,Huyện Thanh Trì • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/126320244.htm#px=SR-special_display_ad-[PO-1][PL-default],"4 PN • Nhà ngõ, hẻm","5,1 tỷ",138 tr/m²,37 m²,Huyện Thanh Trì • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/126320220.htm,"2 PN • Nhà mặt phố, mặt tiền","2,6 tỷ",60 tr/m²,44 m²,Huyện Thanh Trì • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/125122714.htm,"nhiều hơn 10 PN • Nhà ngõ, hẻm",9 tỷ,180 tr/m²,50 m²,Quận Cầu Giấy • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/124366765.htm,"4 PN • Nhà ngõ, hẻm","5,98 tỷ",153 tr/m²,39 m²,Quận Nam Từ Liêm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126320124.htm#px=SR-special_display_ad-[PO-1][PL-default],"4 PN • Nhà ngõ, hẻm","19,7 tỷ",410 tr/m²,48 m²,Quận Thanh Xuân • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/125775620.htm,"4 PN • Nhà ngõ, hẻm","4,95 tỷ",141 tr/m²,35 m²,Quận Nam Từ Liêm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/126320105.htm,4 PN • Hướng Tây • Nhà phố liền kề,"7,5 tỷ",214 tr/m²,35 m²,Huyện Thanh Trì • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/126320074.htm,Đất thổ cư • Ngang 6.7 m,"1,99 tỷ",20 tr/m²,100 m²,Huyện Sóc Sơn • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/125335666.htm#px=SR-special_display_ad-[PO-1][PL-default],"nhiều hơn 10 PN • Nhà ngõ, hẻm","20,4 tỷ",227 tr/m²,90 m²,Quận Tây Hồ • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/126320041.htm,"4 PN • Hướng Đông Nam • Nhà ngõ, hẻm","1,85 tỷ",31 tr/m²,60 m²,Quận Nam Từ Liêm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126265312.htm,"3 PN • Nhà ngõ, hẻm","6,9 tỷ",256 tr/m²,27 m²,Quận Đống Đa • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/119834753.htm,"4 PN • Nhà ngõ, hẻm","4,5 tỷ",118 tr/m²,38 m²,Quận Hoàng Mai • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/119834122.htm,"3 PN • Nhà ngõ, hẻm",3 tỷ,111 tr/m²,27 m²,Quận Thanh Xuân • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoan-kiem-ha-noi/125809127.htm,"3 PN • Tập thể, cư xá",4 tỷ,44 tr/m²,90 m²,Quận Hoàn Kiếm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/126320018.htm,"2 PN • Tập thể, cư xá","2,5 tỷ",42 tr/m²,60 m²,Quận Hoàng Mai • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126320006.htm#px=SR-special_display_ad-[PO-1][PL-default],"3 PN • Nhà ngõ, hẻm","5,4 tỷ",164 tr/m²,33 m²,Quận Hà Đông • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126319960.htm,"4 PN • Nhà ngõ, hẻm","8,4 tỷ",195 tr/m²,43 m²,Quận Hoàng Mai • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126319957.htm,"4 PN • Nhà ngõ, hẻm","9,3 tỷ",198 tr/m²,47 m²,Quận Đống Đa • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/126319947.htm,"4 PN • Nhà ngõ, hẻm","5,9 tỷ",131 tr/m²,45 m²,Quận Bắc Từ Liêm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125010079.htm,"3 PN • Nhà ngõ, hẻm","5,86 tỷ",140 tr/m²,42 m²,Quận Hai Bà Trưng • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125022552.htm,"5 PN • Nhà ngõ, hẻm","8,1 tỷ",162 tr/m²,50 m²,Quận Hai Bà Trưng • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/125987729.htm,"3 PN • Nhà ngõ, hẻm","9,7 tỷ",211 tr/m²,46 m²,Quận Hà Đông • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125391138.htm,"4 PN • Nhà ngõ, hẻm","7,5 tỷ",150 tr/m²,50 m²,Quận Hai Bà Trưng • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126319753.htm,"3 PN • Nhà ngõ, hẻm","11,4 tỷ",285 tr/m²,40 m²,Quận Thanh Xuân • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/125987549.htm#px=SR-special_display_ad-[PO-1][PL-default],"4 PN • Nhà ngõ, hẻm","9,8 tỷ",204 tr/m²,48 m²,Quận Hà Đông • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/125982782.htm#px=SR-special_display_ad-[PO-1][PL-default],"3 PN • Nhà ngõ, hẻm","7,6 tỷ",211 tr/m²,36 m²,Quận Hà Đông • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/125979313.htm#px=SR-special_display_ad-[PO-1][PL-default],"3 PN • Nhà ngõ, hẻm","7,85 tỷ",224 tr/m²,35 m²,Quận Hà Đông • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/125979088.htm#px=SR-special_display_ad-[PO-1][PL-default],"3 PN • Nhà ngõ, hẻm","7,35 tỷ",216 tr/m²,34 m²,Quận Hà Đông • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/126251442.htm,3 PN • Hướng Bắc • Chung cư,"3,05 tỷ",44 tr/m²,70 m²,Huyện Gia Lâm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/126319634.htm,"4 PN • Nhà ngõ, hẻm","9,18 tỷ",242 tr/m²,38 m²,Quận Ba Đình • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126319632.htm,"4 PN • Nhà ngõ, hẻm","6,9 tỷ",173 tr/m²,40 m²,Quận Thanh Xuân • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/126319625.htm,"3 PN • Nhà ngõ, hẻm","5,5 tỷ",172 tr/m²,32 m²,Quận Nam Từ Liêm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/126274769.htm,1 PN • Chung cư,"2,95 tỷ",92 tr/m²,32 m²,Quận Nam Từ Liêm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126004053.htm#px=SR-special_display_ad-[PO-1][PL-default],"3 PN • Hướng Đông Nam • Nhà ngõ, hẻm","11,8 tỷ",295 tr/m²,40 m²,Quận Thanh Xuân • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126297828.htm#px=SR-special_display_ad-[PO-1][PL-default],"4 PN • Nhà ngõ, hẻm",5 tỷ,139 tr/m²,36 m²,Quận Hà Đông • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/126274573.htm,"2 PN • Nhà ngõ, hẻm","6,3 tỷ",131 tr/m²,48 m²,Quận Bắc Từ Liêm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126297826.htm#px=SR-special_display_ad-[PO-1][PL-default],"3 PN • Nhà ngõ, hẻm","4,7 tỷ",152 tr/m²,31 m²,Quận Hà Đông • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/126319371.htm,"4 PN • Nhà ngõ, hẻm","6,6 tỷ",220 tr/m²,30 m²,Quận Tây Hồ • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/126275360.htm,"3 PN • Nhà ngõ, hẻm","6,85 tỷ",228 tr/m²,30 m²,Quận Bắc Từ Liêm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/126319367.htm,"6 PN • Nhà ngõ, hẻm","9,5 tỷ",238 tr/m²,40 m²,Quận Tây Hồ • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126319358.htm,"6 PN • Hướng Tây Nam • Nhà mặt phố, mặt tiền","16,2 tỷ",300 tr/m²,54 m²,Quận Đống Đa • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/126274530.htm,"2 PN • Căn hộ dịch vụ, mini","2,3 tỷ",40 tr/m²,58 m²,Quận Tây Hồ • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125626509.htm,"4 PN • Nhà ngõ, hẻm","12,6 tỷ",274 tr/m²,46 m²,Quận Đống Đa • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/124911475.htm,"4 PN • Nhà ngõ, hẻm","5,8 tỷ",252 tr/m²,23 m²,Quận Cầu Giấy • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125737316.htm,"2 PN • Nhà ngõ, hẻm","8,65 tỷ",254 tr/m²,34 m²,Quận Đống Đa • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126319313.htm,"4 PN • Hướng Tây • Nhà mặt phố, mặt tiền","26,5 tỷ",379 tr/m²,70 m²,Quận Hai Bà Trưng • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/126319299.htm,3 PN • Chung cư,"5,4 tỷ",64 tr/m²,84 m²,Quận Nam Từ Liêm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/126319290.htm,3 PN • Chung cư,"8,35 tỷ",55 tr/m²,153 m²,Quận Nam Từ Liêm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/126319285.htm,4 PN • Chung cư,"8,5 tỷ",64 tr/m²,132 m²,Quận Nam Từ Liêm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126069492.htm,"4 PN • Nhà ngõ, hẻm",9 tỷ,200 tr/m²,45 m²,Quận Cầu Giấy • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/124543768.htm,"3 PN • Nhà ngõ, hẻm","9,2 tỷ",230 tr/m²,40 m²,Quận Tây Hồ • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/126297691.htm#px=SR-special_display_ad-[PO-1][PL-default],3 PN • Chung cư,"9,95 tỷ",80 tr/m²,125 m²,Quận Thanh Xuân • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126319257.htm,"2 PN • Nhà ngõ, hẻm","1,57 tỷ",143 tr/m²,11 m²,Quận Đống Đa • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/126297684.htm#px=SR-special_display_ad-[PO-1][PL-default],2 PN • Chung cư,"6,7 tỷ",102 tr/m²,66 m²,Quận Thanh Xuân • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/126297673.htm#px=SR-special_display_ad-[PO-1][PL-default],2 PN • Chung cư,"7,8 tỷ",107 tr/m²,73 m²,Quận Thanh Xuân • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/126297659.htm#px=SR-special_display_ad-[PO-1][PL-default],3 PN • Chung cư,"7,6 tỷ",84 tr/m²,90 m²,Quận Thanh Xuân • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/126297646.htm#px=SR-special_display_ad-[PO-1][PL-default],2 PN • Chung cư,"4,55 tỷ",76 tr/m²,60 m²,Quận Thanh Xuân • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/124866132.htm,"2 PN • Tập thể, cư xá","4,05 tỷ",72 tr/m²,56 m²,Quận Cầu Giấy • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/125196761.htm,Đất thổ cư • Ngang 4.3 m,"14,5 tỷ",193 tr/m²,75 m²,Quận Hoàng Mai • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/124895550.htm,Đất thổ cư • Ngang 10 m,"26,4 tỷ",123 tr/m²,215 m²,Quận Hà Đông • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/126319142.htm,"6 PN • Nhà ngõ, hẻm","7,9 tỷ",176 tr/m²,45 m²,Quận Ba Đình • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/125378309.htm,"7 PN • Nhà mặt phố, mặt tiền","25,55 tỷ",319 tr/m²,80 m²,Quận Hà Đông • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/126319132.htm,"3 PN • Nhà ngõ, hẻm","7,8 tỷ",166 tr/m²,47 m²,Quận Ba Đình • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126319100.htm,"3 PN • Nhà ngõ, hẻm","8,4 tỷ",187 tr/m²,45 m²,Quận Cầu Giấy • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126319065.htm,"3 PN • Nhà ngõ, hẻm","7,5 tỷ",188 tr/m²,40 m²,Quận Hai Bà Trưng • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126319065.htm,"3 PN • Nhà ngõ, hẻm","7,5 tỷ",188 tr/m²,40 m²,Quận Hai Bà Trưng • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/126250815.htm,Đất thổ cư • Ngang 4 m,"11,75 tỷ",190 tr/m²,62 m²,Huyện Thanh Trì • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/126318920.htm,"4 PN • Nhà ngõ, hẻm","6,35 tỷ",127 tr/m²,50 m²,Huyện Thanh Trì • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125717703.htm,"3 PN • Nhà ngõ, hẻm","5,6 tỷ",215 tr/m²,26 m²,Quận Đống Đa • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126060972.htm,"3 PN • Nhà ngõ, hẻm","8,9 tỷ",247 tr/m²,36 m²,Quận Thanh Xuân • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/126318788.htm,3 PN • Chung cư,"8,35 tỷ",55 tr/m²,153 m²,Quận Nam Từ Liêm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126162385.htm#px=SR-special_display_ad-[PO-1][PL-default],"6 PN • Hướng Đông • Nhà mặt phố, mặt tiền","17,5 tỷ",350 tr/m²,50 m²,Quận Hai Bà Trưng • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/126318608.htm,"5 PN • Hướng Tây Nam • Nhà ngõ, hẻm","5,25 tỷ",131 tr/m²,40 m²,Huyện Hoài Đức • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126318530.htm,"4 PN • Nhà ngõ, hẻm","8,2 tỷ",234 tr/m²,35 m²,Quận Hai Bà Trưng • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/126318529.htm,"4 PN • Hướng Đông Nam • Nhà ngõ, hẻm","4,95 tỷ",141 tr/m²,35 m²,Huyện Hoài Đức • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/125694350.htm,"3 PN • Hướng Bắc • Nhà ngõ, hẻm","8,2 tỷ",228 tr/m²,36 m²,Quận Thanh Xuân • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126318452.htm,"4 PN • Nhà ngõ, hẻm","34,5 tỷ",454 tr/m²,76 m²,Quận Cầu Giấy • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/126318450.htm,"4 PN • Nhà ngõ, hẻm","7,5 tỷ",188 tr/m²,40 m²,Quận Nam Từ Liêm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/125643362.htm,"4 PN • Nhà mặt phố, mặt tiền","4,25 tỷ",133 tr/m²,32 m²,Huyện Hoài Đức • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/125639699.htm,"5 PN • Hướng Nam • Nhà ngõ, hẻm","4,9 tỷ",129 tr/m²,38 m²,Huyện Hoài Đức • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/126318426.htm,Đất thổ cư • Ngang 7.3 m,34 tỷ,179 tr/m²,190 m²,Huyện Đông Anh • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/125316450.htm,"4 PN • Nhà ngõ, hẻm","6,25 tỷ",202 tr/m²,31 m²,Quận Long Biên • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/126318379.htm,2 PN • Chung cư,"5,2 tỷ",74 tr/m²,70 m²,Quận Hai Bà Trưng • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/125397860.htm,3 PN • Chung cư,"5,78 tỷ",58 tr/m²,100 m²,Quận Nam Từ Liêm • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/126203064.htm#px=SR-special_display_ad-[PO-1][PL-default],Đất thổ cư • Ngang 4.2 m,"6,05 tỷ",101 tr/m²,60 m²,Quận Hoàng Mai • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/125987788.htm,"3 PN • Nhà ngõ, hẻm",6 tỷ,154 tr/m²,39 m²,Quận Long Biên • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/126318312.htm,3 PN • Hướng Nam • Chung cư,"4,79 tỷ",56 tr/m²,85 m²,Quận Cầu Giấy • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/125628255.htm,"5 PN • Nhà ngõ, hẻm","13,8 tỷ",307 tr/m²,45 m²,Quận Long Biên • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/126318270.htm,"2 PN • Tập thể, cư xá","2,9 tỷ",63 tr/m²,46 m²,Quận Đống Đa • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-dong-anh-ha-noi/126318245.htm,"4 PN • Nhà ngõ, hẻm","5,8 tỷ",129 tr/m²,45 m²,Huyện Đông Anh • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126318230.htm#px=SR-special_display_ad-[PO-1][PL-default],"5 PN • Hướng Nam • Nhà mặt phố, mặt tiền","7,5 tỷ",188 tr/m²,40 m²,Quận Hai Bà Trưng • hôm qua • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126171612.htm,"3 PN • Nhà ngõ, hẻm","6,7 tỷ",149 tr/m²,45 m²,Quận Hà Đông • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126318201.htm,"3 PN • Nhà mặt phố, mặt tiền","8,1 tỷ",213 tr/m²,38 m²,Quận Hai Bà Trưng • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/125913784.htm,"4 PN • Nhà ngõ, hẻm",7 tỷ,111 tr/m²,63 m²,Quận Long Biên • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/103638156.htm,2 PN • Chung cư,950 triệu,16 tr/m²,58 m²,Quận Đống Đa • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/126318188.htm,"5 PN • Nhà mặt phố, mặt tiền","23,9 tỷ",291 tr/m²,82 m²,Quận Long Biên • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/123956454.htm,Đất thổ cư • Ngang 4 m,"2,3 tỷ",28 tr/m²,82 m²,Huyện Sóc Sơn • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/123993415.htm,"3 PN • Nhà mặt phố, mặt tiền","6,8 tỷ",174 tr/m²,39 m²,Quận Tây Hồ • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/125919925.htm,2 PN • Chung cư,"3,9 tỷ",64 tr/m²,61 m²,Quận Cầu Giấy • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/119470439.htm,"3 PN • Nhà ngõ, hẻm","6,5 tỷ",186 tr/m²,35 m²,Quận Long Biên • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/124803521.htm,"3 PN • Nhà mặt phố, mặt tiền","9,2 tỷ",219 tr/m²,42 m²,Quận Ba Đình • hôm qua,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/125843276.htm,"2 PN • Nhà ngõ, hẻm","4,6 tỷ",307 tr/m²,15 m²,Quận Cầu Giấy • hôm qua,2025-07-14
